table,section,item,final_G,final_A,final_C,final_F,final_M,final_R,reserve_potential,risk_surface,hazard,regime,minimum_state,maximum_state,hazard_reduction_pct,reserve_gain_pct,ug,parameter,PRCC_reserve,PRCC_hazard,elasticity_reserve,elasticity_hazard,rtol,atol,A0,F0
continuation,,,0.6344035580605586,0.28759554387228653,0.13927456481004502,0.2208685779825778,0.18109911897285516,0.49647092941803617,0.24006835846526509,0.004974615815442396,0.698422444657598,Depleted,0.09176930260933172,0.74,,,0.59,,,,,,,,,
continuation,,,0.6363588598127352,0.2882993275307618,0.13961312261663783,0.22140827606027333,0.18157762103266806,0.4957880926063009,0.23869400301360327,0.006017304737086976,0.7001764915956282,Depleted,0.09180518066702499,0.74,,,0.595,,,,,,,,,
continuation,,,0.6382933495346264,0.28899455727151757,0.13994760839736367,0.22194155072012642,0.18205058821446285,0.4951146401341903,0.23733692699128595,0.007047366997034926,0.7019035555258598,Depleted,0.09184062659502887,0.74,,,0.6,,,,,,,,,
continuation,,,0.6402073580345343,0.2896813859744828,0.14027809357837284,0.222468514124907,0.18251811469337878,0.4944503831173399,0.23599680789717575,0.008065029823987602,0.7036041957720823,Depleted,0.09187594271514742,0.74,,,0.605,,,,,,,,,
continuation,,,0.6421012091535557,0.29035996296396144,0.14060464795648928,0.22298927588584927,0.1829802925563236,0.4937951375944808,0.23467333112294747,0.00907051507346568,0.7052789579068054,Depleted,0.09191112964106414,0.74,,,0.61,,,,,,,,,
continuation,,,0.6439752199174413,0.29103043409370216,0.14092733976564675,0.22350394314319214,0.18343721185826584,0.49314872442568924,0.2333661897727517,0.010064039354874488,0.7069283740651119,Depleted,0.09194474245067306,0.74,,,0.615,,,,,,,,,
continuation,,,0.6458297007355467,0.29169294185567385,0.14124623570479566,0.22401262062718286,0.18388896067681357,0.4925109691013407,0.23207508439202051,0.011045814204112298,0.7085529633348735,Depleted,0.09197821755554018,0.74,,,0.62,,,,,,,,,
continuation,,,0.6476649555700994,0.29234762547336496,0.14156140098129882,0.2245154107248021,0.18433562516509464,0.4918817016003016,0.23079972274990995,0.01201604622766514,0.7101532320991744,Depleted,0.09201157277676972,0.74,,,0.625,,,,,,,,,
continuation,,,0.6494812821011562,0.2929946209924226,0.14187289935240124,0.22501241354407517,0.18477728960297765,0.4912607562517883,0.22953981962773812,0.012974937242648227,0.7117296743717335,Depleted,0.09204480866829845,0.74,,,0.63,,,,,,,,,
continuation,,,0.6512789718879507,0.293634061369079,0.1421807931643766,0.22550372697586976,0.18521403644670853,0.49064797159971735,0.2282950966121181,0.013922684413497727,0.7132827721262318,Depleted,0.09207662925568032,0.74,,,0.635,,,,,,,,,
continuation,,,0.6530583105252479,0.2942660765556767,0.14248514339050153,0.22598944675376267,0.18564594637701615,0.4900431902721297,0.22706528189540381,0.014859480383999535,0.7148129956171577,Depleted,0.09210822451335304,0.74,,,0.64,,,,,,,,,
continuation,,,0.6548195777948737,0.29489079358339815,0.14278600966790317,0.22646966651204603,0.18607309834574173,0.4894462588554789,0.22585011008316036,0.01578551340483486,0.716320803692303,Depleted,0.092139709143038,0.74,,,0.645,,,,,,,,,
continuation,,,0.6565630478261506,0.2955083366506161,0.14308345032233624,0.2269444778369474,0.1864955696212595,0.48885702774298095,0.22464932197673543,0.016700967472945444,0.717806644123189,Depleted,0.09217108364460794,0.74,,,0.65,,,,,,,,,
continuation,,,0.6582889892084325,0.2961188271819516,0.14337752242686574,0.2274139703321066,0.1869134358317961,0.48827535108609976,0.22346266446437912,0.017606022414700995,0.7192709538428494,Depleted,0.09220157295413586,0.74,,,0.655,,,,,,,,,
continuation,,,0.6599976651537491,0.29672238391815847,0.14366828181593133,0.22787823166236373,0.18732677100830195,0.48770108662658357,0.2222898902905736,0.018500854030366304,0.7207141592819365,Depleted,0.09223137478621042,0.74,,,0.6599999999999999,,,,,,,,,
continuation,,,0.6616893336248898,0.2973191229851096,0.1439557831226181,0.22833734760708466,0.18773564762556816,0.487134095601617,0.22113075790273912,0.019385634198319013,0.7221366766377173,Depleted,0.09226107462146091,0.74,,,0.6649999999999999,,,,,,,,,
continuation,,,0.6633642474653317,0.29790915796399076,0.1442400798103352,0.22879140210978094,0.18814013664218412,0.486574242639641,0.21998503128995384,0.020260530982577962,0.7235389121468955,Depleted,0.09229067291128101,0.74,,,0.6699999999999999,,,,,,,,,
continuation,,,0.6650226545256185,0.2984925999594619,0.14452122420330216,0.22924047732610245,0.18854030753930193,0.48602139565919267,0.21885247982640932,0.02112570873718128,0.7249212623516375,Depleted,0.09232017010280498,0.74,,,0.6749999999999999,,,,,,,,,
continuation,,,0.666664797785982,0.2990695576656587,0.14479926751614727,0.22968465367037874,0.18893622835824259,0.48547542577137737,0.21773287812017866,0.02198132820714338,0.7262841143583152,Depleted,0.0923483712287522,0.74,,,0.6799999999999999,,,,,,,,,
continuation,,,0.6682909154753303,0.29964013743011103,0.14507425988265302,0.23012400986076118,0.18932796573698457,0.48493620718582886,0.2166260058670958,0.022827546626118078,0.7276278460891267,Depleted,0.09237636785664893,0.74,,,0.6849999999999999,,,,,,,,,
continuation,,,0.6699012411931208,0.3002044433203826,0.14534625037767948,0.2305586229602965,0.18971558494578022,0.4844036171014454,0.21553164769049876,0.023664517820547903,0.728952826542025,Depleted,0.0924042709430199,0.74,,,0.69,,,,,,,,,
continuation,,,0.6714960040112388,0.30076257717648436,0.14561528705368768,0.23098856842373447,0.1900991499211712,0.4838775356489365,0.2144495930355793,0.02449239228545233,0.7302594160036993,Depleted,0.0924320808904765,0.74,,,0.695,,,,,,,,,
continuation,,,0.6730754285852115,0.30131463867059693,0.14588141696504278,0.23141392013777273,0.19047872329939466,0.48335784579960206,0.21337963603043608,0.02531131727648267,0.7315479662865588,Depleted,0.09245979809945792,0.74,,,0.7,,,,,,,,,
continuation,,,0.6746397352650659,0.3018607253672339,0.14614468618867793,0.23183475045884316,0.19085436644893028,0.4828444332688527,0.21232157534308532,0.026121436903403322,0.7328188209658263,Depleted,0.09248626495210698,0.74,,,0.705,,,,,,,,,
continuation,,,0.6761891401957165,0.302400932776136,0.14640513985100384,0.23225113025287766,0.19122613950185077,0.4823371864442412,0.21127521406490885,0.026922892209569393,0.7340723155925013,Depleted,0.09251254994880724,0.74,,,0.71,,,,,,,,,
continuation,,,0.6777238554168685,0.3029353544052951,0.14666282215182969,0.23266312893289243,0.19159410138433763,0.481835996309067,0.21024035959080584,0.027715821252500356,0.7353087779060914,Depleted,0.09253874922938642,0.74,,,0.715,,,,,,,,,
continuation,,,0.6792440889600679,0.30346408181235757,0.14691777638760584,0.23307081449547126,0.1919583098463145,0.48134075636861523,0.20921682350325194,0.028500359181913765,0.7365285280413488,Depleted,0.09256486315344065,0.74,,,0.72,,,,,,,,,
continuation,,,0.6807500449429853,0.30398720465446033,0.14717004497401437,0.23347425355618734,0.19231882149022694,0.4808513625789316,0.20820442146012486,0.029276638315310466,0.7377318787291745,Depleted,0.09259089207910058,0.74,,,0.725,,,,,,,,,
continuation,,,0.6822419236610268,0.3045048107365549,0.14741966946793145,0.2338735113839988,0.19267569179899663,0.4803677132780371,0.2072029730861587,0.03004478821119591,0.7389191354918365,Depleted,0.09261616133728216,0.74,,,0.73,,,,,,,,,
continuation,,,0.683719921683717,0.30501698606491523,0.14766669058056728,0.23426865193094032,0.1930289751635528,0.47988970909158113,0.20621230183948575,0.03080493575434684,0.7400905968547022,Depleted,0.09264082292406778,0.74,,,0.735,,,,,,,,,
continuation,,,0.6851842319246857,0.30552381487764185,0.14791114821647885,0.23465973787287986,0.19337872490834856,0.4794172529318052,0.2052322349742759,0.031557205192101284,0.741246554480431,Depleted,0.09266540603804088,0.74,,,0.74,,,,,,,,,
continuation,,,0.6866350437390746,0.3060253797006296,0.1481530814791965,0.23504683063438064,0.19372499331766474,0.4789502498850506,0.20426260339088442,0.03230171822692371,0.7423872933881455,Depleted,0.09268991100022055,0.74,,,0.745,,,,,,,,,
continuation,,,0.6880725430024193,0.30652176138777576,0.1483925286939496,0.23542999042074927,0.19406783166037253,0.4784886071628589,0.2033032415517826,0.033038594075307626,0.7435130921185904,Depleted,0.09271433813041921,0.74,,,0.75,,,,,,,,,
continuation,,,0.689496912189958,0.3070130391622787,0.14862952742695987,0.23580927624788028,0.19440729021412445,0.4780322340449245,0.20235398739015575,0.033767949529926095,0.7446242229024398,Depleted,0.09273868774726796,0.74,,,0.755,,,,,,,,,
continuation,,,0.6909083304541016,0.3074992906570212,0.14886411450382786,0.236184745971085,0.19474341828888497,0.4775810418226559,0.20141468222005832,0.03448989902055738,0.7457209518248441,Depleted,0.09276205199452439,0.74,,,0.76,,,,,,,,,
continuation,,,0.692306973699779,0.3079805919537657,0.14909632602741585,0.23655645631310646,0.19507626424980393,0.4771349437446037,0.2004851706493766,0.03520455467316899,0.7468035389852953,Depleted,0.09278510166821508,0.74,,,0.765,,,,,,,,,
continuation,,,0.6936930146577293,0.30845701762120026,0.14932619739524583,0.23692446289134855,0.1954058755394548,0.47669385496368605,0.19956530049550014,0.035912026367223765,0.7478722386529457,Depleted,0.09280807985979662,0.74,,,0.77,,,,,,,,,
continuation,,,0.6950666229557981,0.3089286407518733,0.14955376331642944,0.23728882024434472,0.19573229869945735,0.4762576924861489,0.19865492270360807,0.03661242179126778,0.7489272994175072,Depleted,0.0928309868543969,0.74,,,0.775,,,,,,,,,
continuation,,,0.6964279651926408,0.30939553300289724,0.14977905782227793,0.23764958185482432,0.19605557939181825,0.4758263751002846,0.19775389124532194,0.03730584650797414,0.7499689643525328,Depleted,0.092853822936139,0.74,,,0.78,,,,,,,,,
continuation,,,0.6977772049964088,0.30985776462093273,0.15000211429408628,0.23800680018012024,0.19637576241872715,0.47539982337349923,0.19686206308731857,0.03799240398368628,0.7509974711235413,Depleted,0.092876588388087,0.74,,,0.7849999999999999,,,,,,,,,
continuation,,,0.6991145030958796,0.31031540448194866,0.15022296547161593,0.23836052667321014,0.1966928917428289,0.474977959578721,0.19597929808921144,0.03867219565310931,0.7520130521474095,Depleted,0.09289866283334693,0.74,,,0.7899999999999999,,,,,,,,,
continuation,,,0.7004400173848297,0.31076852012459066,0.150441643467611,0.23871081180608958,0.19700701050660369,0.47456070764748837,0.19510545892920544,0.03934532096969173,0.753015934728422,Depleted,0.0929201919316695,0.74,,,0.7949999999999999,,,,,,,,,
continuation,,,0.701753902983523,0.31121717778122937,0.1506581797835812,0.23905770509324398,0.19731816105112884,0.4741479931305815,0.19424041103811007,0.040011877451466255,0.7540063411858877,Depleted,0.09294165597537868,0.74,,,0.7999999999999999,,,,,,,,,
continuation,,,0.7030563122994027,0.3116614424090412,0.1508726053240597,0.2394012551139752,0.1976263849343921,0.4737397431557577,0.19338402253113246,0.040671960727668016,0.7549844889813206,Depleted,0.09296305521738109,0.74,,,0.8049999999999999,,,,,,,,,
continuation,,,0.7043473950861874,0.3121013777202085,0.15108495041048364,0.23974150953412066,0.19793172294911213,0.47333588638682617,0.1925361641417141,0.041325664584001304,0.7559505908420184,Depleted,0.09298438990969563,0.74,,,0.8099999999999999,,,,,,,,,
continuation,,,0.7056272985014204,0.3125370462112676,0.15129524479470993,0.2400785151271835,0.19823421514008077,0.4729363529840173,0.19169670915734266,0.04197308100659805,0.7569048548811442,Depleted,0.09300566030340703,0.74,,,0.815,,,,,,,,,
continuation,,,0.7068961671625172,0.31296850919163194,0.1515035176721782,0.24041231779489444,0.19853390082104258,0.4725410745656011,0.1908655333572738,0.0426143002247108,0.7578474847144145,Depleted,0.0930268666486214,0.74,,,0.82,,,,,,,,,
continuation,,,0.7081541432020515,0.3133958268122875,0.15170979769357476,0.24074296258668804,0.19883081859119234,0.4721499841659462,0.19004251494730473,0.04324941075457722,0.7587786795769977,Depleted,0.09304713271495396,0.74,,,0.825,,,,,,,,,
continuation,,,0.7094013663226411,0.313819058095177,0.15191411297434876,0.2410704937178328,0.1991250063513326,0.47176301618778316,0.1892275344893532,0.04387849944557487,0.7596986344422361,Depleted,0.0930671676978047,0.74,,,0.83,,,,,,,,,
continuation,,,0.7106379738421092,0.3142382609499767,0.15211649111809558,0.24139495459354024,0.1994165013187837,0.471380106413363,0.18842047489084202,0.04450165149622451,0.7606075400948792,Depleted,0.09308714376002726,0.74,,,0.835,,,,,,,,,
continuation,,,0.711864100750562,0.314653492208801,0.15231695921742033,0.2417163878223499,0.19970534004318655,0.4710011919252849,0.18762122130381087,0.04511895051501891,0.7615055832685688,Depleted,0.09310706112479618,0.74,,,0.84,,,,,,,,,
continuation,,,0.7130798797575961,0.3150648076482078,0.15251554386875443,0.2420348352356121,0.1999915584210732,0.47062621108744424,0.18682966108506305,0.04573047855048487,0.7623929467368523,Depleted,0.09312692001447537,0.74,,,0.845,,,,,,,,,
continuation,,,0.7142854413403026,0.31547226201335604,0.15271227118350741,0.24235033790493724,0.20027519171024669,0.4702551035129801,0.18604568374377595,0.04633631612724884,0.7632698094116976,Depleted,0.0931467206505792,0.74,,,0.85,,,,,,,,,
continuation,,,0.715480913790056,0.3158759090415057,0.15290716679893218,0.24266293615918647,0.20055627454378763,0.46988781003319796,0.1852691808906186,0.046936542281099364,0.764136346439254,Depleted,0.09316646325373597,0.74,,,0.855,,,,,,,,,
continuation,,,0.716666423258128,0.31627580148487866,0.15310025588871287,0.24297266960101843,0.20083484094369747,0.4695242726674346,0.18450004618832616,0.047531234593075455,0.7649927292929398,Depleted,0.09318560120859193,0.74,,,0.86,,,,,,,,,
continuation,,,0.7178420938001584,0.31667199113290095,0.1532915631732846,0.24327957712300485,0.20111092433419026,0.4691644345938378,0.18373817530368813,0.0481204692226114,0.7658391258639352,Depleted,0.09320423347211465,0.74,,,0.865,,,,,,,,,
continuation,,,0.7190080474195143,0.31706452883384517,0.15348111292989453,0.24358369692332899,0.20138455755464307,0.46880824012102607,0.18298346586090236,0.04870432093976901,0.7666757005491567,Depleted,0.09322281242045274,0.74,,,0.87,,,,,,,,,
continuation,,,0.7201644041099317,0.31745346451653983,0.1536689290016407,0.2438850665207196,0.20165577287226047,0.46845563465715484,0.1822358173928012,0.04928286315830224,0.7675026143392418,Depleted,0.09324133825019722,0.74,,,0.875,,,,,,,,,
continuation,,,0.7213112818983,0.31783884721369093,0.1538550348036179,0.24418372276777695,0.2019246019945646,0.4681065646684241,0.18149513128198524,0.04985616797351347,0.7683200249121694,Depleted,0.09325981115721359,0.74,,,0.88,,,,,,,,,
continuation,,,0.7224487968797365,0.3182207250724993,0.15403945334331748,0.24447970187064694,0.20219107608071718,0.4677609777026664,0.18076131076751506,0.050424306167283356,0.7691280866789746,Depleted,0.09327823133660965,0.74,,,0.885,,,,,,,,,
continuation,,,0.723577063261737,0.3185991453829058,0.15422220721925148,0.24477303939827813,0.20245522575382224,0.46741882231722903,0.18003426085624302,0.05098734726034823,0.7699269508958411,Depleted,0.09329659898270487,0.74,,,0.89,,,,,,,,,
continuation,,,0.7246961934009714,0.31897415459386397,0.15440331863292156,0.24506377029766643,0.20271708111212514,0.4670800480687404,0.1793138882965094,0.05154535953333475,0.7707167657304743,Depleted,0.0933149142890013,0.74,,,0.895,,,,,,,,,
continuation,,,0.7258062978406565,0.3193457983317959,0.15458280939739363,0.24535192890726185,0.20297667174011366,0.46674460548923347,0.17860010153858652,0.05209841005419569,0.7714976763366127,Depleted,0.09333257704264121,0.74,,,0.9,,,,,,,,,
prcc,,,,,,,,,,,,,,,,,,rho,0.9472125532318945,-0.9200749386955132,,,,,,
prcc,,,,,,,,,,,,,,,,,,ug,-0.9250518225456659,0.9383688180436286,,,,,,
prcc,,,,,,,,,,,,,,,,,,kg,0.8023601904723371,-0.8299152733901255,,,,,,
prcc,,,,,,,,,,,,,,,,,,ag,-0.7939406796545093,0.8236927345491964,,,,,,
prcc,,,,,,,,,,,,,,,,,,da,-0.6129600182988891,0.5256878422226942,,,,,,
prcc,,,,,,,,,,,,,,,,,,ka,0.5922898310534231,-0.6348812512607738,,,,,,
prcc,,,,,,,,,,,,,,,,,,fg,-0.5565749511115037,0.6100829660092657,,,,,,
prcc,,,,,,,,,,,,,,,,,,df,-0.5157468280645513,0.4367405906725661,,,,,,
prcc,,,,,,,,,,,,,,,,,,kf,0.4727977970738154,-0.5253930190393605,,,,,,
prcc,,,,,,,,,,,,,,,,,,ca,-0.4496536773853688,0.4811146928064978,,,,,,
prcc,,,,,,,,,,,,,,,,,,dc,-0.3228993804496263,0.2611516180015121,,,,,,
prcc,,,,,,,,,,,,,,,,,,kc,0.26863836278088554,-0.2937326632302976,,,,,,
elasticity,,,,,,,,,,,,,,,,,,rho,,,0.6168954089012938,-0.619822711033265,,,,
elasticity,,,,,,,,,,,,,,,,,,ug,,,-0.5050351933369625,0.6837994432070301,,,,
elasticity,,,,,,,,,,,,,,,,,,kg,,,0.48493724961326695,-0.6597484591011578,,,,
elasticity,,,,,,,,,,,,,,,,,,ag,,,-0.31479082627529037,0.4275685571145122,,,,
elasticity,,,,,,,,,,,,,,,,,,ka,,,0.23403577766367123,-0.3191484690850589,,,,
elasticity,,,,,,,,,,,,,,,,,,da,,,-0.20411212505977544,0.2055378572291969,,,,
elasticity,,,,,,,,,,,,,,,,,,kf,,,0.14331398301332185,-0.2010334364876215,,,,
elasticity,,,,,,,,,,,,,,,,,,df,,,-0.1291676769757204,0.13011192493559295,,,,
elasticity,,,,,,,,,,,,,,,,,,fg,,,-0.11124366442435195,0.15558747561295355,,,,
elasticity,,,,,,,,,,,,,,,,,,ca,,,-0.09996883010589863,0.13508497063292374,,,,
elasticity,,,,,,,,,,,,,,,,,,kc,,,0.09544233112438111,-0.12887841966549604,,,,
elasticity,,,,,,,,,,,,,,,,,,dc,,,-0.07221211102791178,0.07275006122698212,,,,
robustness,,,0.40337653357798536,0.19699359565532962,0.09623763379123991,0.15258015360224286,0.12173797857932674,0.5941505462656087,0.4230751554789076,-0.12974788877019164,0.4407834412271831,Constrained,0.08512646163095501,0.74,,,,,,,,,1e-06,1e-08,,
robustness,,,0.40337660410408976,0.19699358694656677,0.09623759977582595,0.1525801338982713,0.12173796158224418,0.5941505292324676,0.4230751424334891,-0.12974788526715011,0.440783448134996,Constrained,0.08512646623943187,0.74,,,,,,,,,1e-08,1e-10,,
robustness,,,0.40337660476547704,0.19699358696198446,0.09623759941866866,0.15258013369249557,0.12173796144733567,0.59415052905569,0.4230751422783091,-0.1297478852097461,0.4407834482481937,Constrained,0.0851264663165397,0.74,,,,,,,,,1e-10,1e-12,,
basin,,,,,,,,,0.43320643999269387,,0.4287205621690698,Constrained,,,,,,,,,,,,,0.05,0.05
basin,,,,,,,,,0.4322986530003954,,0.42979993880202694,Constrained,,,,,,,,,,,,,0.05,0.06666666666666667
basin,,,,,,,,,0.4313937002060455,,0.4308774012564405,Constrained,,,,,,,,,,,,,0.05,0.08333333333333334
basin,,,,,,,,,0.43049157844791286,,0.4319529336597451,Constrained,,,,,,,,,,,,,0.05,0.1
basin,,,,,,,,,0.4295922844386123,,0.4330265204026577,Constrained,,,,,,,,,,,,,0.05,0.11666666666666667
basin,,,,,,,,,0.4286958147680257,,0.4340981461385515,Constrained,,,,,,,,,,,,,0.05,0.13333333333333333
basin,,,,,,,,,0.4278021659056513,,0.43516779578261683,Constrained,,,,,,,,,,,,,0.05,0.15000000000000002
basin,,,,,,,,,0.4269113342029527,,0.43623545451077345,Constrained,,,,,,,,,,,,,0.05,0.16666666666666669
basin,,,,,,,,,0.4260233158960015,,0.437301107758212,Constrained,,,,,,,,,,,,,0.05,0.18333333333333335
basin,,,,,,,,,0.4251381071089495,,0.438364741217193,Constrained,,,,,,,,,,,,,0.05,0.2
basin,,,,,,,,,0.42425570385918276,,0.4394263408335311,Constrained,,,,,,,,,,,,,0.05,0.21666666666666667
basin,,,,,,,,,0.4233761020367545,,0.4404858928262748,Constrained,,,,,,,,,,,,,0.05,0.23333333333333334
basin,,,,,,,,,0.4224992973299451,,0.44154338374991076,Constrained,,,,,,,,,,,,,0.05,0.25
basin,,,,,,,,,0.4216252854813093,,0.4425988002701579,Constrained,,,,,,,,,,,,,0.05,0.26666666666666666
basin,,,,,,,,,0.4207540620568723,,0.4436521293713416,Constrained,,,,,,,,,,,,,0.05,0.2833333333333333
basin,,,,,,,,,0.4198856225195706,,0.44470335829009106,Constrained,,,,,,,,,,,,,0.05,0.3
basin,,,,,,,,,0.41901996223508353,,0.4457524745109721,Constrained,,,,,,,,,,,,,0.05,0.31666666666666665
basin,,,,,,,,,0.4181570764805055,,0.4467994657601528,Constrained,,,,,,,,,,,,,0.05,0.3333333333333333
basin,,,,,,,,,0.4172969603885346,,0.44784432005124286,Constrained,,,,,,,,,,,,,0.05,0.35
basin,,,,,,,,,0.41643960890937265,,0.448887025712386,Constrained,,,,,,,,,,,,,0.05,0.36666666666666664
basin,,,,,,,,,0.4155850170863882,,0.44992757116694543,Constrained,,,,,,,,,,,,,0.05,0.3833333333333333
basin,,,,,,,,,0.41473317978300556,,0.4509659451540641,Constrained,,,,,,,,,,,,,0.05,0.39999999999999997
basin,,,,,,,,,0.4138840917737799,,0.45200213665465605,Constrained,,,,,,,,,,,,,0.05,0.41666666666666663
basin,,,,,,,,,0.41303774775124236,,0.4530361348862105,Constrained,,,,,,,,,,,,,0.05,0.4333333333333333
basin,,,,,,,,,0.41219414233428675,,0.4540679292966127,Constrained,,,,,,,,,,,,,0.05,0.45
basin,,,,,,,,,0.4113532698692253,,0.45509750971644936,Constrained,,,,,,,,,,,,,0.05,0.4666666666666667
basin,,,,,,,,,0.4105151248393317,,0.45612486604207986,Constrained,,,,,,,,,,,,,0.05,0.48333333333333334
basin,,,,,,,,,0.40967970158621914,,0.4571499884523257,Constrained,,,,,,,,,,,,,0.05,0.5
basin,,,,,,,,,0.40884699435269567,,0.45817286737424107,Constrained,,,,,,,,,,,,,0.05,0.5166666666666667
basin,,,,,,,,,0.40801699730380814,,0.4591934934666454,Constrained,,,,,,,,,,,,,0.05,0.5333333333333333
basin,,,,,,,,,0.40718970453160563,,0.4602118576162642,Constrained,,,,,,,,,,,,,0.05,0.55
basin,,,,,,,,,0.43237400196851583,,0.4297003343016762,Constrained,,,,,,,,,,,,,0.06666666666666667,0.05
basin,,,,,,,,,0.4314713383644363,,0.4307749470501712,Constrained,,,,,,,,,,,,,0.06666666666666667,0.06666666666666667
basin,,,,,,,,,0.4305714933997802,,0.4318476384165443,Constrained,,,,,,,,,,,,,0.06666666666666667,0.08333333333333334
basin,,,,,,,,,0.4296744637899387,,0.43291839292415063,Constrained,,,,,,,,,,,,,0.06666666666666667,0.1
basin,,,,,,,,,0.4287802461280739,,0.43398719535745,Constrained,,,,,,,,,,,,,0.06666666666666667,0.11666666666666667
basin,,,,,,,,,0.42788883688735807,,0.43505403076098614,Constrained,,,,,,,,,,,,,0.06666666666666667,0.13333333333333333
basin,,,,,,,,,0.4270002324234704,,0.4361188844380882,Constrained,,,,,,,,,,,,,0.06666666666666667,0.15000000000000002
basin,,,,,,,,,0.4261144289768484,,0.4371817419497741,Constrained,,,,,,,,,,,,,0.06666666666666667,0.16666666666666669
basin,,,,,,,,,0.42523142267447445,,0.4382425891139798,Constrained,,,,,,,,,,,,,0.06666666666666667,0.18333333333333335
basin,,,,,,,,,0.4243512095313032,,0.43930141200498574,Constrained,,,,,,,,,,,,,0.06666666666666667,0.2
basin,,,,,,,,,0.42347378545163833,,0.4403581969527715,Constrained,,,,,,,,,,,,,0.06666666666666667,0.21666666666666667
basin,,,,,,,,,0.42259914623087114,,0.4414129305419737,Constrained,,,,,,,,,,,,,0.06666666666666667,0.23333333333333334
basin,,,,,,,,,0.4217272875581941,,0.44246559960999265,Constrained,,,,,,,,,,,,,0.06666666666666667,0.25
basin,,,,,,,,,0.4208582050212985,,0.4435161912435433,Constrained,,,,,,,,,,,,,0.06666666666666667,0.26666666666666666
basin,,,,,,,,,0.41999189411438087,,0.44456469277281696,Constrained,,,,,,,,,,,,,0.06666666666666667,0.2833333333333333
basin,,,,,,,,,0.41912835025091977,,0.44561109176241576,Constrained,,,,,,,,,,,,,0.06666666666666667,0.3
basin,,,,,,,,,0.41826756851352076,,0.44665537620947615,Constrained,,,,,,,,,,,,,0.06666666666666667,0.31666666666666665
basin,,,,,,,,,0.4174095441935408,,0.4476975341109644,Constrained,,,,,,,,,,,,,0.06666666666666667,0.3333333333333333
basin,,,,,,,,,0.4165542723683351,,0.4487375538056818,Constrained,,,,,,,,,,,,,0.06666666666666667,0.35
basin,,,,,,,,,0.41570174802258475,,0.44977542387565833,Constrained,,,,,,,,,,,,,0.06666666666666667,0.36666666666666664
basin,,,,,,,,,0.4148519660587455,,0.45081113313827015,Constrained,,,,,,,,,,,,,0.06666666666666667,0.3833333333333333
basin,,,,,,,,,0.41400492130948807,,0.4518446706372797,Constrained,,,,,,,,,,,,,0.06666666666666667,0.39999999999999997
basin,,,,,,,,,0.4131606083074516,,0.4528760258180971,Constrained,,,,,,,,,,,,,0.06666666666666667,0.41666666666666663
basin,,,,,,,,,0.41231902174007196,,0.45390518817774844,Constrained,,,,,,,,,,,,,0.06666666666666667,0.4333333333333333
basin,,,,,,,,,0.4114801561513864,,0.4549321474958828,Constrained,,,,,,,,,,,,,0.06666666666666667,0.45
basin,,,,,,,,,0.4106440059824604,,0.45595689380247845,Constrained,,,,,,,,,,,,,0.06666666666666667,0.4666666666666667
basin,,,,,,,,,0.40981056559873086,,0.4569794173568375,Constrained,,,,,,,,,,,,,0.06666666666666667,0.48333333333333334
basin,,,,,,,,,0.4089798292983058,,0.4579997086413474,Constrained,,,,,,,,,,,,,0.06666666666666667,0.5
basin,,,,,,,,,0.40815179118911854,,0.4590177584526178,Constrained,,,,,,,,,,,,,0.06666666666666667,0.5166666666666667
basin,,,,,,,,,0.4073264453444412,,0.4600335577836169,Constrained,,,,,,,,,,,,,0.06666666666666667,0.5333333333333333
basin,,,,,,,,,0.40650378585533464,,0.461047097786016,Constrained,,,,,,,,,,,,,0.06666666666666667,0.55
basin,,,,,,,,,0.43154436049864553,,0.43067802914049563,Constrained,,,,,,,,,,,,,0.08333333333333334,0.05
basin,,,,,,,,,0.43064680295288266,,0.43174787453261887,Constrained,,,,,,,,,,,,,0.08333333333333334,0.06666666666666667
basin,,,,,,,,,0.4297520483564633,,0.4328157917976872,Constrained,,,,,,,,,,,,,0.08333333333333334,0.08333333333333334
basin,,,,,,,,,0.42886009335352815,,0.43388176578908555,Constrained,,,,,,,,,,,,,0.08333333333333334,0.1
basin,,,,,,,,,0.4279709344231206,,0.4349457816855854,Constrained,,,,,,,,,,,,,0.08333333333333334,0.11666666666666667
basin,,,,,,,,,0.42708456792494287,,0.4360078249206515,Constrained,,,,,,,,,,,,,0.08333333333333334,0.13333333333333333
basin,,,,,,,,,0.42620099010478607,,0.437067881181305,Constrained,,,,,,,,,,,,,0.08333333333333334,0.15000000000000002
basin,,,,,,,,,0.42532019709672897,,0.4381259364079187,Constrained,,,,,,,,,,,,,0.08333333333333334,0.16666666666666669
basin,,,,,,,,,0.42444218492517016,,0.439181976793488,Constrained,,,,,,,,,,,,,0.08333333333333334,0.18333333333333335
basin,,,,,,,,,0.423566949507292,,0.44023598878228876,Constrained,,,,,,,,,,,,,0.08333333333333334,0.2
basin,,,,,,,,,0.4226944866567237,,0.44128795906749707,Constrained,,,,,,,,,,,,,0.08333333333333334,0.21666666666666667
basin,,,,,,,,,0.42182479208971624,,0.4423378745869365,Constrained,,,,,,,,,,,,,0.08333333333333334,0.23333333333333334
basin,,,,,,,,,0.4209578614117688,,0.44338572253472536,Constrained,,,,,,,,,,,,,0.08333333333333334,0.25
basin,,,,,,,,,0.4200936899767648,,0.4444314904702999,Constrained,,,,,,,,,,,,,0.08333333333333334,0.26666666666666666
