ug,final_G,final_A,final_C,final_F,final_M,final_R,reserve_potential,risk_surface,hazard,regime,minimum_state,maximum_state
0.08,0.19105574514939852,0.10226717795321409,0.0528485138060463,0.08359292084195802,0.06376312323240138,0.7200682122858899,0.6325750527245267,-0.27532284394709516,0.19740658761923535,Preserved,0.0528485138060463,0.74
0.085,0.20048773978791234,0.10666175365909644,0.054820717291780355,0.08674517976890993,0.0663745214936323,0.713600991736299,0.6223191739573423,-0.2683809134318131,0.20635352014746788,Preserved,0.054820717291780355,0.74
0.09,0.2097082504591829,0.11094336367751764,0.05674609443041546,0.08982055927881644,0.06892551544857567,0.7073635118479276,0.6123834519495716,-0.2616388772831141,0.2153267042005177,Preserved,0.05674609443041546,0.74
0.095,0.21872394585614482,0.11511572882398191,0.05862601575984515,0.09282146523235844,0.07141788553732427,0.701344690273879,0.6027539530311894,-0.25508866367948957,0.2243125442900909,Preserved,0.05862601575984515,0.74
0.1,0.22754123731832282,0.11918243846448838,0.06046181345729881,0.0957502229658577,0.07385335784387534,0.6955341024397331,0.5934175014592834,-0.24872261019117547,0.23329812722614957,Preserved,0.06046181345729881,0.74
0.10500000000000001,0.23616629008771298,0.12314695416847832,0.06225478153786255,0.09860907932481451,0.07623360510905082,0.6899219359552199,0.5843616307008181,-0.2425334390840252,0.24227124873341654,Preserved,0.06225478153786255,0.74
0.11,0.2446050340313955,0.12701261345223103,0.06400617619800357,0.10140020476987069,0.07856024783183525,0.6844989485924,0.5755745382866353,-0.23651423433814922,0.2512204310397395,Preserved,0.06400617619800357,0.74
0.115,0.2528631738613827,0.1307826335784888,0.06571721628168685,0.10412569553253097,0.08083485544345793,0.6792564295369313,0.5670450439576938,-0.23065842025246358,0.2601349322662885,Preserved,0.06571721628168685,0.74
0.12,0.2609461988525364,0.1344601153690668,0.06738908383972791,0.10678757579877256,0.08305894751987035,0.6741861635563284,0.5587625507720722,-0.22495974148484638,0.2690047485179892,Preserved,0.06738908383972791,0.74
0.125,0.26885939214316307,0.13804804703571605,0.06902292478439687,0.10938779990918801,0.08523399506277105,0.669280398023595,0.5507170090951258,-0.21941224448526828,0.2778206094221164,Preserved,0.06902292478439687,0.74
0.13,0.27660783955561946,0.14154930796219373,0.07061984959187378,0.1119282545526248,0.08736142177171323,0.664531812287379,0.5428988830130349,-0.21401026011889995,0.2865739681047694,Preserved,0.07061984959187378,0.74
0.135,0.2841964380359789,0.1449666724641272,0.07218093407208162,0.11441076095213752,0.0894426053607075,0.6599334894471742,0.5352991191966596,-0.20874838748110935,0.2952569862621138,Preserved,0.07218093407208162,0.74
0.14,0.291629903686933,0.14830281348310265,0.0737072201699904,0.11683707702521658,0.09147887886810835,0.6554788901703589,0.5279091178838332,-0.20362147875673048,0.3038625151846827,Preserved,0.0737072201699904,0.74
0.14500000000000002,0.29891277943160904,0.15156030621655142,0.07519971680077125,0.119208899515148,0.09347153197200035,0.6511618284559006,0.5207207058775005,-0.19862462507192816,0.31238407340594515,Preserved,0.07519183981687423,0.74
0.15000000000000002,0.3060494423209252,0.1547416316703603,0.0766594007068837,0.12152786608582881,0.09542181229937081,0.6469764491657244,0.5137261113872451,-0.19375314325861354,0.32081582164676664,Preserved,0.07648842524769273,0.74
0.155,0.31304411050388314,0.15784918012643176,0.07808721732803807,0.12379555737386103,0.09733092672284999,0.6429172071789842,0.5069179405721491,-0.18900256346461325,0.3291525356589716,Preserved,0.07758789960434735,0.74
0.16,0.31990084987745654,0.16088525452044125,0.07948408167899157,0.1260134989944618,0.09920004264194528,0.6389788480428042,0.5002891556592406,-0.18436861754978526,0.3373895775099483,Preserved,0.07853540138867827,0.74
0.165,0.326623580436409,0.16385207372425384,0.08085087922558258,0.12818316349557204,0.10103028924233765,0.6351563899941987,0.49383305451427384,-0.17984722821012164,0.3455228657973062,Preserved,0.07936300546944688,0.74
0.16999999999999998,0.33321608230766514,0.16675177573804909,0.08218846678064011,0.13030597227312468,0.10282275874683199,0.631445107278381,0.48754325158280865,-0.17543449878722736,0.3535488452061532,Preserved,0.08009408430432638,0.74
0.175,0.3396820015477446,0.16958642077150363,0.08349767335753826,0.13238329741175928,0.10457850761760894,0.6278405145840339,0.4814136600392589,-0.17112670369376376,0.3614644558226493,Preserved,0.08074620246855384,0.74
0.18,0.3460248556647581,0.1723579942324162,0.08477930103061106,0.13441646347993175,0.10629855774397846,0.6243383525841446,0.4754384751145395,-0.16692027943266277,0.36926710248804956,Preserved,0.08133276777552129,0.74
0.185,0.35224803883837713,0.1750684096216829,0.0860341258190498,0.1364067492912353,0.10798389762063607,0.6209345745028241,0.4696121585209381,-0.1628118161700125,0.3769546244661063,Preserved,0.08186416324006546,0.74
0.19,0.3583548270125798,0.17771951131057923,0.08726289847658744,0.13835538956233465,0.10963548345145772,0.6176253335170049,0.4639294238067605,-0.15879804979395573,0.384525265710534,Preserved,0.08234861132912395,0.74
0.195,0.36434838262847336,0.18031307724018802,0.08846634535982432,0.14026357657204241,0.11125424027582971,0.6144069711009229,0.45838522270857285,-0.15487585447183835,0.39197764583524575,Preserved,0.08279273989682073,0.74
0.2,0.3702317592730476,0.18285082150500714,0.08964516918997532,0.14213246171196667,0.11284106301586112,0.611276006069945,0.45297473229468366,-0.1510422356264305,0.399310732028559,Preserved,0.08320196673758326,0.74
0.20500000000000002,0.37600790599368883,0.1853343968562895,0.09080004987957682,0.14396315703290694,0.11439681753623109,0.6082291244227943,0.4476933429634823,-0.14729432334320158,0.40652381195343035,Constrained,0.08358076335694303,0.74
0.21000000000000002,0.3816796715551644,0.1877653970977356,0.09193164525451017,0.14575673668633954,0.11592234162983663,0.6052631697848034,0.4425366471270713,-0.14362936614309046,0.41361646779737804,Constrained,0.08393255555885674,0.74
0.21500000000000002,0.38724980835204215,0.19014535940280072,0.09304059185082669,0.14751423837057862,0.117418446018545,0.6023751345468771,0.43750042864427574,-0.14004472513464788,0.42058855146266844,Constrained,0.08426075198789736,0.74
0.22000000000000003,0.3927209763325441,0.1924757665299175,0.0941275055817041,0.14923666465928148,0.11888591527140177,0.5995621514986876,0.43258065282874697,-0.13653786847833857,0.42744016102443916,Constrained,0.08456764299450467,0.74
0.22499999999999998,0.3980957465427139,0.19475804896293317,0.09519298250355589,0.1509249843523987,0.1203255087474425,0.596821486083892,0.4277734571279156,-0.13310636619028915,0.43417161838610074,Constrained,0.08485550975629082,0.74
0.22999999999999998,0.4033766046958705,0.19699358695816793,0.09623759945685105,0.15258013371473192,0.12173796146100561,0.594150529075809,0.4230751422965438,-0.12974788521693362,0.4407834482340203,Constrained,0.08512646629752196,0.74
0.235,0.4085659544978825,0.19918371251425657,0.09726191473794589,0.15420301769859937,0.12312398494099801,0.5915467897521638,0.4184821641226605,-0.12646018479606919,0.44727635821928496,Constrained,0.08538198368010581,0.74
0.24,0.4136661207906632,0.2013297112633085,0.09826646876718552,0.15579451113030943,0.12448426806750158,0.5890078895070622,0.41399112564764257,-0.1232411120788007,0.4536512203651089,Constrained,0.08562347072043684,0.74
0.245,0.41867935268757306,0.20343282428390047,0.09925178466901423,0.15735545981123888,0.1258194778523648,0.5865315558165812,0.40959876980036053,-0.12008859797748142,0.4599090537107796,Constrained,0.08585237727662405,0.74
0.25,0.4236078264259143,0.2054942498419511,0.10021836890951084,0.158886681622602,0.12713026022353605,0.5841156166266747,0.4053019725015049,-0.11700065325815212,0.4660510080921867,Constrained,0.08606944774835275,0.74
0.255,0.42845364817402243,0.20751514505994328,0.1011667118716823,0.16038896756252558,0.12841724076497998,0.5817579950563732,0.40109773613789534,-0.11397536483500326,0.4720783490757207,Constrained,0.08627603457763634,0.74
0.26,0.43321885675561533,0.20949662751919645,0.10209728839361297,0.16186308273236572,0.12968102542429708,0.579456704410932,0.39698318339632654,-0.11101089225921129,0.47799244399122603,Constrained,0.0864728146384018,0.74
